PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
1616,Agriculture,Women play a key role in fish value chain. Learn about specific initiatives and markets that support women's participation and empowerment.,Wanawake wana jukumu muhimu katika mnyororo wa thamani wa samaki. Jifunze kuhusu mipango na masoko maalum yanayounga mkono ushiriki na uwezeshaji wa wanawake.,Abangina mbare nensemo enene bagokora ase okogesaebirengo ase oboonia bwechinsue. Legera igoro yemeroberio yabeene nechiro na gosira okobwaterana na abang'ina na kobaa chinguru.,Mon ni gi tich maduong' moloyo e chiro mar nengo rech. Puonjri kuom chenro mar chiro ma konyo riwruok kod nyalo mar mine.,Haweenku waxay door muhiim ah ka ciyaaraan silsiladda qiimaha kalluunka. Wax ka baro mashaariicda iyo suuqyada gaarka ah ee taageeraya ka qaybgalka haweenka iyo awood-bixinta.
1617,Agriculture,"women play in the agricultural sector, they have unequal access to agricultural assets. ... (2020), Agricultural market access and dietary diversity in Kenya: ...","Wanawake wanacheza katika sekta ya kilimo, wana ufikiaji usio sawa wa mali za kilimo. ... (2020), Upatikanaji wa soko la kilimo na utofauti wa lishe nchini Kenya: ...","abangina ngokora bare ase ensemo yoboremi, mbabwati ogosoa oboremi buna abasacha ase obonda bwoboremi. ... (2020), Gosoa echiro yoboremi na oborgeria ase oboagare aiga Kenya: ...","Mon konyo malich e weche mag pur kod pith, kata kamano, gi onge kod nyalo mar bedo gi romruok mar yudo mwandu mag pur gi pith (2020), Yuto mar chiro mapur kod pith mopogore opogore e ii piny Kenya...","haweenku waxay ku ciyaaraan waaxda beeraha, waxay helaan hanti beeraha oo aan simanayn. ... (2020), Helitaanka suuqa beeraha iyo kala duwanaanta cuntada Kenya: ..."
1618,Security & Safety,"Floods are common in Kenya during rainy seasons. Learn evacuation routes, store emergency supplies, and avoid flooded areas to protect lives and property.","Mafuriko ni ya kawaida nchini Kenya wakati wa mvua. Jifunze njia za kuhama, hifadhi vifaa vya dharura, na epuka maeneo yaliyofurika ili kulinda maisha na mali.","Etoigo negento kiabotambe ekero kiembura enene aiga seito Kenya.Egera kumanyama chinsemo chiokominchoreria,kogacha ebinto biokonya,na bera are korwa chinsemo chitereime amache erio korenda obogima nenibo.","Ng'e yore ma inyalo golgo joma odak e pinyno, kano gik ma dwarore e kinde mag masira, kendo weyo kuonde ma pi opong'o mondo irit ngima ji kod mwandu.",Daadadku waa mid caadi ah Kenya xilliga roobka.
1619,Security & Safety,Informal settlements are prone to fires due to congested housing and illegal electricity connections. Report hazards and use fire-safe cooking methods.,Makazi yasiyo rasmi yanakabiliwa na moto kutokana na msongamano wa nyumba na miunganisho haramu ya umeme. Ripoti hatari na utumie njia za kupikia salama kwa moto.,Abanto mamenyete ase emechie eagachire gotabwatia omoroberio omoronge bwobwagachi na ekomonteranete nigo bare ase emechando bwechinyomba chaibo koiya nomorero asengencho chinyomba chiabi chibwataine nabo igo okobeka esitima ase enchera yoboibi.Karwa amang'ana igoro yomorero na tumia chinchera chingiya chiokorisia endagera.,Dak e mier ma ok ochan medo nyalo mar ute go mako mach nikech ngeny mar udi gi yore yuayo stima morochore. Ti uru gi yore tedo maratiro kendo chop uru weche masira kuma owinjore,Guryaha la deggan yahay waxaa ku dhaca dabka sababtoo ah guryaha badan iyo korontada sharci darrada ah. Warbixinta khatarta iyo isticmaalka hababka dabka ammaan ah.
1620,Security & Safety,Droughts devastate livestock and livelihoods. The government provides water trucking and livestock feeds. Report severe cases to county disaster committees.,Ukame huharibu mifugo na riziki zao. Serikali hutoa huduma za maji kwa magari na chakula cha mifugo. Ripoti visa vikali kwa kamati za maafa za kaunti.,Omogaso omonene nigo ogochanda etugo amo nendagera ase.Eserikari nkorwe ere ogosira ase amache nendagera yetugo boigo.,Oro ketho jamni kod yore mag yuto. sirkal chiwo pi mar ting'o mtokni kod chiemb jamni. Ter uru wach achiedh nade e migepe mar masira,Abaaruhu wuxuu baabi'inayaa xoolaha iyo noloshooda.
1621,Security & Safety,"Though rare, earthquakes can occur. Drop, Cover, and Hold during tremors. Avoid buildings with cracks and report structural weaknesses to authorities.","Ingawa ni nadra, matetemeko ya ardhi yanaweza kutokea. Kuanguka, Kufunika, na Kushikilia wakati wa mitetemeko. Epuka majengo yenye nyufa na uripoti udhaifu wa kimuundo kwa mamlaka.","Nonya omotengencho tori koba mono,nabo ekanyerekana ochiche.Tuba omotwe oo na ekumbe gose kunama namagako ao gochia inse,ekero kiomotengencho.Kabe are nechinyomba chitandogete,gose gose chiekumbete na manyia abateneri bamaagacho igoro yobogongeru bwechinyomba echio.","Kata obedo ni yiengni mag piny ok nyal timore ahinya, buog e ute motegno kendo ichop wach ne migao mochungne arita mag yiengni piny","Inkastoo ay dhif tahay, dhulgariir ayaa dhici kara. Ka fogow dhismayaasha leh dildilaacyada oo u sheeg hay'adaha daciifnimada qaab-dhismeedka."
1622,Security & Safety,"Save critical numbers: *719# for Red Cross, 999 for police, and 112 for ambulance services during disasters. Share with family and neighbors.","Hifadhi nambari muhimu: *719# kwa Msalaba Mwekundu, 999 kwa polisi, na 112 kwa huduma za ambulensi wakati wa majanga. Shiriki na familia na majirani.","Kabe nechinamba chikorigia ogokonya:*719# ase ekeombe kiomosaraba omobariri,999 asee porisi na 112 ase chorori chiria chiogokonya ekero kiomochando.Manyania chinamba echi nabanto baino na abaamate.","Ndik namba mag sime: *719# ne Red Cross, 999 ne polis, kod 112 ne ambulans e kinde masira, kendo ikon osiepe kod wede","Ka badbaadi tirada ugu badan: *719# ee Laanqeyrta Cas, 999 ee booliiska, iyo 112 ee adeegyada degdegga ah."
1623,Security & Safety,Hilly areas like Murang'a are prone to landslides. Avoid building on steep slopes and heed evacuation warnings during heavy rains.,Maeneo yenye vilima kama Murang'a yanakabiliwa na maporomoko ya ardhi. Epuka kujenga kwenye miteremko mikali na zingatia maonyo ya uokoaji wakati wa mvua kubwa.,Chinsemo chimogete iguru buna Murang'a naororo konyora okwanyoka kweriroba.Kabe are nechinyomba chiagachire ase aimogete igoro naende igwera chinchera chigokurera ekero kiembura enene.,"Lowo nyalo twal kuonde gode gode kaka Murang'a, omiyo kik igedi e kor gode madongo kendo iketh saa ma ok iringo ka lendo mag masira ochoponi",Meelaha buuraha ku yaal sida Murang'a waxay u nugul yihiin dhulgariir.
1624,Security & Safety,"During floods, cholera spreads through contaminated water. Boil drinking water, wash hands, and report symptoms to health facilities immediately.","Wakati wa mafuriko, kipindupindu huenea kupitia maji machafu. Chemsha maji ya kunywa, osha mikono, na uripoti dalili kwa vituo vya afya mara moja.","Chingakj chiamache nemegoko emenene,obworwaire bwa gepindapindu nigo bokwambokerana bwango goetera ebinyinyi ase amache.Beria amache okonywa,esibie amaboko buya,na manyia abakoreri bobochenu bwango.","Sama ataro otimore, tuwo mar cholera landore kokalo kuom pi mochido. Omyo ne laktar mapiyo kichich ni in gi tuo cholera","Inta lagu jiro daadka, cudurka dacuunka ayaa ku faafa biyaha wasakhda ah."
1625,Security & Safety,Human activities cause most wildfires. Avoid open flames in forests and report smoke sightings to Kenya Forest Service.,Shughuli za kibinadamu husababisha moto mwingi wa porini. Epuka miale ya moto iliyo wazi katika misitu na uripoti moshi kwa Huduma ya Misitu ya Kenya.,Engencho abanto bagokora ebinto biabo nero egwokia omorero ase chingaki chinyinge.,Timbe mag dhano ema kelo mach mang'eny e bunge. Tem kik ichwe mach e bunge kendo iter ripot ne Kenya Forest Service ka ineno iro e bungu,Ka fogaada dabka kaynta oo ka warbixi in qiiqa ay keento Hay'adda Kaynta Kenya.
1626,Security & Safety,Coastal communities should recognize tsunami warning signs (receding water) and move to higher ground immediately.,Jamii za pwani zinapaswa kutambua ishara za onyo la tsunami (maji yanapungua) na kuhamia kwenye ardhi ya juu mara moja.,Abamenyi baonchokanete enyancha nere buya babe nobomanyi bwokomanya ekero omwaga omonene bwesunami okare gocha (obwango bwa amache enyancha agocha na kogenda)erio batame gochia ase aimokerete igoro bwango kegima.,Joma odak e dho nam onego ong'e ranyisi mag tsunami (pi dok chien) kendo gidonj e kuonde maboyo mapiyo.,Bulshooyinka xeebta ku nool waa inay ogaadaan calaamadaha tsunami (biyo daadsan) isla markaana isla markiiba tagaan meelaha sare.
1627,Security & Safety,Basic first aid saves lives during disasters. Free training is available through St. John Ambulance and Kenya Red Cross.,Huduma ya kwanza ya msingi huokoa maisha wakati wa majanga. Mafunzo ya bure yanapatikana kupitia St. John Ambulance na Kenya Red Cross.,Ayabwenerete gokorwa ritangani chingaki chimobasekano.Okwegerigwa kwa bosa na St.John Ambulance and Kenya Red cross.,Tiegruok ma onge chudo ma yudore e St. John Ambulance kod Kenya Red Cross konyo e reso ngima ji sama masira otimore.,Taageerada aasaasiga ah waxay badbaadinaysaa nolosha musiibooyinka. Tababbarka bilaashka ah waxaa laga helaa St. John Ambulance iyo Hay'adda Laanqeyrta Cas ee Kenya.
1628,Security & Safety,Disasters disproportionately affect people with disabilities. Families should plan accessible evacuation routes in advance.,Maafa huathiri watu wenye ulemavu kwa kiasi kikubwa. Familia zinapaswa kupanga njia za uokoaji zinazopatikana mapema.,Emesabeka no nigo ere omochando omonene ase abanto bare noborema.Abanto benyomba eyemo nere buya koroberia igoro yenchera yogwekonya baranyare goetera nyuma yomobasekano oyio.,"Masiche hinyo joma nigi ng'ol e okang' malach, omiyo onego ochan chon yore ma ginyalo tiyogo e golo joma nigi ng'ol mopogore opogore.",Dadka naafada ah waxaa ku dhaca musiibooyin aan horay loo arag.
1629,Security & Safety,Survivors of disasters often face trauma. Free counseling is available at government health centers and through NGOs.,Mara nyingi manusura wa majanga hukabiliwa na kiwewe. Ushauri nasaha wa bure unapatikana katika vituo vya afya vya serikali na kupitia mashirika yasiyo ya kiserikali.,Abatigari bemebasekano chingaki chinyinge nigo bakweiranana.Obotebereria na obokonyi bwa bosa mboreo ase chinyagitari chieserikari na goetera ebiombe biria bitari bieserikari(NGOs).,Joma yudo masira bedoga gi buok mang'eny nikech masira magikale. Mano emomiyo ute thieth mag sirikal kod NGOs golo kony,Talobixinta lacag la'aanta ah waxaa laga helaa xarumaha caafimaadka dawladda iyo hay'adaha aan dawladda ahayn.
1630,Security & Safety,Drought-affected families can access government relief food. Report hunger cases to the National Drought Management Authority.,Familia zilizoathiriwa na ukame zinaweza kupata chakula cha msaada cha serikali. Ripoti visa vya njaa kwa Mamlaka ya Kitaifa ya Usimamizi wa Ukame.,Baria banyorirwe nomochando bweguragura enene nabo bakonyora endagera korwa eserikari.Karwe amang'ana igoro yabanto bare nchara gochia eserikari ensemo ya baria batenenerete ogokonya igoro yokorwa obokonyi chingaki chieguragura enene.,miere ma okale oro nyalo yudo chiemo ma sirkal chiwo. Onego chiw ripot mar oro e migao mar National Drought Management Authority,Qoysaska abaaruhu saameyn ku yeesheen waxay heli karaan raashinka dawladda. Warbixin ku saabsan kiisaska abaaraha ee Hay'adda Maareynta Abaaraha Qaranka.
1631,Security & Safety,"Homes and schools in disaster-prone areas should meet safety standards to withstand floods, earthquakes, and storms.","Nyumba na shule katika maeneo yanayokumbwa na majanga zinapaswa kufikia viwango vya usalama ili kustahimili mafuriko, matetemeko ya ardhi, na dhoruba.",Chinka nechisukuru chire chingongo chiriachibwate rinaga rinene ria emechando goika chitwatre oborendi bore igoro konua emetengecho nee chikoba,"Ute kod skunde manie alwora ma masiche nyalo yudo onego obed ma nigi rit maber mondo omi kik yiengni mag pi, yiengni mag piny, kod yamo mager omedre.","Guryaha iyo dugsiyada meelaha musiibada ka dhacdo waa in la ilaaliyaa heerarka amniga si ay u adkeystaan fatahaadaha, dhulgariirrada iyo duufaannada."
1632,Security & Safety,Counties have designated evacuation centers. Locate your nearest shelter and keep emergency kits ready.,Kaunti zina vituo maalum vya uokoaji. Tafuta makazi yako ya karibu na weka vifaa vya dharura tayari.,Counties chibegete chinsemo chio obotamero bera ange nase ayie beka ebinto bio'bokonyi ang'e.,"Kaunti oseyiero kuonde ma ji nyalo yueyoe, temuru manyo kar dak machiegni kodu kendo rituru gik ma dwarore ni utiyogo e konyo joma dwaro thieth.",Tirakoobka ayaa go'aamiyay saldhigyada degdegga ah ee loogu talagalay dadka degdegga ah.
1633,Security & Safety,"After floods, water sources may be contaminated. Use water purification tablets or boil water before drinking.","Baada ya mafuriko, vyanzo vya maji vinaweza kuwa vimechafuliwa. Tumia vidonge vya kusafisha maji au chemsha maji kabla ya kunywa.","Nyuma yetoigo,chisoko chia amache nabo chirasareke tumia chitetere chia ogosibia amache ose oberie.","Bang' koth maduong', pi nyalo bedo ma ok ler. Chuak pi modho kata uti gi yath manego kute mag pi",Biyaha daadka ka dib waxaa laga yaabaa inay wasakheeyaan.
1634,Security & Safety,"Schools should conduct regular fire drills and have emergency plans for floods, fires, and conflicts.","Shule zinapaswa kufanya mazoezi ya mara kwa mara ya kuzima moto na kuwa na mipango ya dharura kwa ajili ya mafuriko, moto, na migogoro.","Nere buya ase chisukuru korenda ogwateka kwemerero ase chisukuru chiabo nomoroberio bwokwerenda igoro yetoigo,emerero,nechisegi.","Skunde onego otim tiegruok mapile mar tieko mach kendo onego gibed gi chenro mag timo mapiyo sama pi opong', mach, kod ywaruok moro otimore.","Iskuullada waa inay sameeyaan tababar joogto ah oo dab daminta ah oo ay sameeyaan barnaamijyo deg deg ah oo ku saabsan fatahaadaha, dabka, iyo dagaalada."
1635,Security & Safety,Subscribe to SMS alerts from the Meteorological Department to receive real-time flood warnings in your area.,Jisajili kwa arifa za SMS kutoka Idara ya Hali ya Hewa ili upokee maonyo ya mafuriko ya wakati halisi katika eneo lako.,Erike nomoroberio oria okorwa ogokurera igoro bwabsemi berire erio konyora ogosemia kwa beene igoro yembura eneene egocha netoigo ase ekenyoro kiao.,Som weche ma biro e gaset mar Meteorological Department mondo iyud siem e wi pi ma biro e alworau.,Hoos ka daawo fariimaha telefoonka ee Xafiiska saadaasha cimilada si aad u hesho digniino dhab ah oo ku saabsan fatahaadaha deegaankaada.
1636,Security & Safety,Local committees help coordinate rescue efforts and resource distribution during emergencies. Volunteer with your village committee.,Kamati za mitaa husaidia kuratibu juhudi za uokoaji na usambazaji wa rasilimali wakati wa dharura. Jitolee na kamati ya kijiji chako.,Chikomiti chi nka ase okomanyania na kobwaterana igoro yobokonyi na kobga obokonyi chinaki chiomobasekano.Erwe gokomora emeremo yokwerwa.,Komiti mag alwora konyo e chano yore mag reso ngima kod pogo mwandu mag dhano e kinde mag chandruok.,Guddiyada maxalliga ah waxay ka caawiyaan isku xirka gargaarka iyo qeybinta khayraadka xaaladaha degdegga ah.
1637,Security & Safety,Improper handling of corpses risks disease outbreaks. Follow Textlines from health authorities during mass fatalities.,Utunzaji usiofaa wa maiti unahatarisha mlipuko wa magonjwa. Fuata Ujumbe wa maandishi kutoka kwa mamlaka za afya wakati wa vifo vya watu wengi.,Enhera etabwenereti buna etugo ekwete egotindekwa nenchera eyemo yogwateka kwendwari.Bwatita ayarikire korwa baria bakoraa obochenu ekero endwari yatekire.,"Ka ng'ato ok tim maber gi ringre jomotho, mano nyalo miyo tuwoche omedre. Lu chike mogol kod ute thieth mondo uchor ringre jomotho",Isticmaalka xun ee meydadka ayaa khatar ku ah cudurrada faafa.
1638,Security & Safety,Criminals may exploit chaos. Secure your property and report looters to police immediately.,Wahalifu wanaweza kutumia machafuko. Linda mali yako na uripoti waporaji kwa polisi mara moja.,Abasaria nigo bagotumia omoburukano gokora obosareku.Gacha buya enibo yao na karwe yabasaria gochia ase abasikari bwango kegima.,"Jomahundu nyalo tiyo gi thuolo ma masira otimoree e yo marach, omiyo inyalo rito mwanduni kendo nyiso polis mapiyo",Dambiilayaashu waxay si nabadgelyo leh u isticmaali karaan hantidaada waxayna isla markiiba u soo sheegaan booliska.
1639,Security & Safety,Livestock are critical for livelihoods. Report distressed animals to veterinary officers for feed and medical support.,Mifugo ni muhimu kwa riziki. Waripoti wanyama walio katika hali ngumu kwa maafisa wa mifugo kwa ajili ya chakula na usaidizi wa kimatibabu.,Etugo negento iiengencho ase endangera.Manyia abanyagitari betugo yetugo eria ere ase obokong'u kobwenia nagochirageria amo nobokonyi boganeirie.,Chiaye ber e medo yuto mar ng'ato. Omiyo ter wach ne lakteche chiaye mondo okony matuo gi modenyo e yoo makare,Warbixinta ayaa aad ugu murugooday xayawaanka ay dhakhaatiirtu u keeneen cunto iyo daryeel caafimaad.
1640,Security & Safety,Use flashlights instead of candles to prevent fires during blackouts. Report downed power lines to Kenya Power.,Tumia tochi badala ya mishumaa ili kuzuia moto wakati wa kuzimwa kwa umeme. Ripoti nyaya za umeme zilizoanguka kwa Kenya Power.,Tumia chitoci ase oborabu erio gotanga ogwateka kwomorero ekero esitima etaiyo.Manyia abanto besitima igoro yemerande yesitima eyio egwete inse.,Ti gi torch e mudho kar msuma mondo igeng' mach e seche mag mudho. Kow wach mar mudho ne Kenya Power,Shumacyada halkii aad ku isticmaali lahayd toosh u adeegso si aad dabka uga hortagto marka korontada la damiyo.
