PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
5714,Education,General,Please share this information about the KUCCPS placement portal for university and college applications with your neighbours.,Tafadhali shiriki taarifa hii kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo na majirani zako.,,e02,grounded_generated
5715,Education,General,Please share this information about Higher Education Loans Board (HELB) loan and bursary applications with your neighbours.,Tafadhali shiriki taarifa hii kuhusu maombi ya mkopo na bursary ya HELB na majirani zako.,,e03,grounded_generated
5716,Education,General,Please share this information about NG-CDF bursary applications for needy students through local constituency offices with your neighbours.,Tafadhali shiriki taarifa hii kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge na majirani zako.,,e04,grounded_generated
5717,Education,General,Please share this information about the national school feeding programme supporting learners in public primary schools with your neighbours.,Tafadhali shiriki taarifa hii kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma na majirani zako.,,e05,grounded_generated
5718,Education,General,Please share this information about free primary and free day secondary education policy in public schools with your neighbours.,Tafadhali shiriki taarifa hii kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma na majirani zako.,,e06,grounded_generated
5719,Education,General,Please share this information about the Digital Literacy Programme providing learning devices to primary schools with your neighbours.,Tafadhali shiriki taarifa hii kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi na majirani zako.,,e07,grounded_generated
5720,Education,General,Please share this information about KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC) with your neighbours.,Tafadhali shiriki taarifa hii kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC na majirani zako.,,e08,grounded_generated
5721,Education,General,Please share this information about special needs and inclusive education support units in public schools with your neighbours.,Tafadhali shiriki taarifa hii kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma na majirani zako.,,e09,grounded_generated
5722,Education,General,Please share this information about Teachers Service Commission (TSC) recruitment of teachers for public schools with your neighbours.,Tafadhali shiriki taarifa hii kuhusu uajiri wa walimu wa TSC kwa shule za umma na majirani zako.,,e10,grounded_generated
5723,Education,General,A reminder has been sent out regarding the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Ukumbusho umetumwa kuhusu mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5724,Education,General,A reminder has been sent out regarding the KUCCPS placement portal for university and college applications.,Ukumbusho umetumwa kuhusu lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5725,Education,General,A reminder has been sent out regarding Higher Education Loans Board (HELB) loan and bursary applications.,Ukumbusho umetumwa kuhusu maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5726,Education,General,A reminder has been sent out regarding NG-CDF bursary applications for needy students through local constituency offices.,Ukumbusho umetumwa kuhusu maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5727,Education,General,A reminder has been sent out regarding the national school feeding programme supporting learners in public primary schools.,Ukumbusho umetumwa kuhusu mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5728,Education,General,A reminder has been sent out regarding free primary and free day secondary education policy in public schools.,Ukumbusho umetumwa kuhusu sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5729,Education,General,A reminder has been sent out regarding the Digital Literacy Programme providing learning devices to primary schools.,Ukumbusho umetumwa kuhusu Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5730,Education,General,A reminder has been sent out regarding KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Ukumbusho umetumwa kuhusu usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5731,Education,General,A reminder has been sent out regarding special needs and inclusive education support units in public schools.,Ukumbusho umetumwa kuhusu vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5732,Education,General,A reminder has been sent out regarding Teachers Service Commission (TSC) recruitment of teachers for public schools.,Ukumbusho umetumwa kuhusu uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
5733,Education,General,You may qualify for the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC) — check with local officials.,Unaweza kustahili mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC — angalia na maafisa wa eneo lako.,,e01,grounded_generated
5734,Education,General,You may qualify for the KUCCPS placement portal for university and college applications — check with local officials.,Unaweza kustahili lango la KUCCPS la maombi ya vyuo vikuu na vyuo — angalia na maafisa wa eneo lako.,,e02,grounded_generated
5735,Education,General,You may qualify for Higher Education Loans Board (HELB) loan and bursary applications — check with local officials.,Unaweza kustahili maombi ya mkopo na bursary ya HELB — angalia na maafisa wa eneo lako.,,e03,grounded_generated
5736,Education,General,You may qualify for NG-CDF bursary applications for needy students through local constituency offices — check with local officials.,Unaweza kustahili maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge — angalia na maafisa wa eneo lako.,,e04,grounded_generated
5737,Education,General,You may qualify for the national school feeding programme supporting learners in public primary schools — check with local officials.,Unaweza kustahili mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma — angalia na maafisa wa eneo lako.,,e05,grounded_generated
5738,Education,General,You may qualify for free primary and free day secondary education policy in public schools — check with local officials.,Unaweza kustahili sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma — angalia na maafisa wa eneo lako.,,e06,grounded_generated
5739,Education,General,You may qualify for the Digital Literacy Programme providing learning devices to primary schools — check with local officials.,Unaweza kustahili Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi — angalia na maafisa wa eneo lako.,,e07,grounded_generated
5740,Education,General,You may qualify for KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC) — check with local officials.,Unaweza kustahili usajili wa mitihani ya KCSE na KCPE kupitia KNEC — angalia na maafisa wa eneo lako.,,e08,grounded_generated
5741,Education,General,You may qualify for special needs and inclusive education support units in public schools — check with local officials.,Unaweza kustahili vitengo vya elimu maalum na jumuishi katika shule za umma — angalia na maafisa wa eneo lako.,,e09,grounded_generated
5742,Education,General,You may qualify for Teachers Service Commission (TSC) recruitment of teachers for public schools — check with local officials.,Unaweza kustahili uajiri wa walimu wa TSC kwa shule za umma — angalia na maafisa wa eneo lako.,,e10,grounded_generated
5743,Education,General,Stay informed on the latest details of the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC).,Endelea kufahamishwa kuhusu maelezo mapya ya mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC.,,e01,grounded_generated
5744,Education,General,Stay informed on the latest details of the KUCCPS placement portal for university and college applications.,Endelea kufahamishwa kuhusu maelezo mapya ya lango la KUCCPS la maombi ya vyuo vikuu na vyuo.,,e02,grounded_generated
5745,Education,General,Stay informed on the latest details of Higher Education Loans Board (HELB) loan and bursary applications.,Endelea kufahamishwa kuhusu maelezo mapya ya maombi ya mkopo na bursary ya HELB.,,e03,grounded_generated
5746,Education,General,Stay informed on the latest details of NG-CDF bursary applications for needy students through local constituency offices.,Endelea kufahamishwa kuhusu maelezo mapya ya maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.,,e04,grounded_generated
5747,Education,General,Stay informed on the latest details of the national school feeding programme supporting learners in public primary schools.,Endelea kufahamishwa kuhusu maelezo mapya ya mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.,,e05,grounded_generated
5748,Education,General,Stay informed on the latest details of free primary and free day secondary education policy in public schools.,Endelea kufahamishwa kuhusu maelezo mapya ya sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.,,e06,grounded_generated
5749,Education,General,Stay informed on the latest details of the Digital Literacy Programme providing learning devices to primary schools.,Endelea kufahamishwa kuhusu maelezo mapya ya Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.,,e07,grounded_generated
5750,Education,General,Stay informed on the latest details of KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).,Endelea kufahamishwa kuhusu maelezo mapya ya usajili wa mitihani ya KCSE na KCPE kupitia KNEC.,,e08,grounded_generated
5751,Education,General,Stay informed on the latest details of special needs and inclusive education support units in public schools.,Endelea kufahamishwa kuhusu maelezo mapya ya vitengo vya elimu maalum na jumuishi katika shule za umma.,,e09,grounded_generated
5752,Education,General,Stay informed on the latest details of Teachers Service Commission (TSC) recruitment of teachers for public schools.,Endelea kufahamishwa kuhusu maelezo mapya ya uajiri wa walimu wa TSC kwa shule za umma.,,e10,grounded_generated
