PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
3279,Agriculture,General,Combine improving drainage with proper spacing to boost your sorghum yield.,Changanya kuboresha mifereji ya maji na nafasi sahihi ili kuongeza mavuno ya mtama.,Kod loso yore mag pi ma ng’ato nyalo ng’iewogo kod keto thuolo mowinjore mondo omed cham mar ngano.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/local-news/
3280,Agriculture,General,Protect your wheat from flooding by planting drought-resistant varieties.,Linda ngano yako dhidi ya mafuriko kwa kupanda aina zinazostahimili ukame.,Rit ngano mari mondo kik opong’ gi pi kuom pidho kit ngano ma ok nyal geng’o oro.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/our-programming/
3281,Agriculture,General,Protect your beans from drought by mulching early.,Linda maharagwe yako dhidi ya ukame kwa kufunika udongo mapema.,Rit ng’injo mari mondo kik obed gi oro kuom keto lum e puoth mapiyo.,kbc,10/07/2026,https://www.kbc.co.ke/
3282,Agriculture,General,Farmers growing coffee are advised to watch out for maize streak virus this season.,Wakulima wanaolima kahawa washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,Jopur mapur kahawa ipuonjo mondo oritgi gi midhusi mar ng'ado ngano e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/sustainability/
3283,Agriculture,General,Ask your extension officer for guidance on value addition for produce before the next planting season.,Muulize afisa ugani kuhusu uongezaji thamani wa mazao kabla ya msimu ujao wa kupanda.,Kwa apisa mari ma rito gik moko mondo omiyi yore mag medo nengo mar cham kapok kinde mar pidho mabiro ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/
3284,Agriculture,General,Vaccinate your cattle against anthrax before the rainy season.,Chanja ng'ombe yako dhidi ya kimeta kabla ya msimu wa mvua.,Chiw ne dhiang’i chanjo mar geng’o tuo mar anthrax kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/about-us/
3285,Agriculture,General,Protect your kale from coffee berry disease by rotating crops.,Linda sukuma wiki yako dhidi ya ugonjwa wa chungu wa kahawa kwa kubadilisha mazao.,Rit kale mari mondo kik oyud tuoche mag berry mag kahawa kuom loko cham ma ipidho.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/county-news/
3286,Agriculture,General,Combine rotating crops with proper spacing to boost your maize yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya mahindi.,Kod cham ma ilokore gi thuolo mowinjore mondo omed cham mari mar cham.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/advertising/
3287,Agriculture,General,Farmers growing onions are advised to watch out for root rot this season.,Wakulima wanaolima vitunguu washauriwa kuchunga kuoza kwa mizizi msimu huu.,Jopur ma pidho otungu omiye rieko mar rito lum e kindeni.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/
3288,Agriculture,General,Combine mulching early with proper spacing to boost your sorghum yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya mtama.,Riw ng’ado lum mapiyo ka itiyo gi thuolo mowinjore mondo imed cham mar ngano mari.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/brands/ramogi-fm/
3289,Agriculture,General,Keep your donkeys healthy by monitoring for signs of rabies.,Weka punda wako na afya kwa kuchunguza dalili za kichaa cha mbwa.,Ket punda mari obed gi ngima maber kuom luwo ranyisi mag tuo mar rabies.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/africa/
3290,Agriculture,General,Protect your tea from flooding by spacing plants correctly.,Linda chai yako dhidi ya mafuriko kwa kuweka nafasi sahihi za mimea.,Rit chai mari mondo kik pi opong’ kuom keto yien e kindgi e yo makare.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/careers/
3291,Agriculture,General,Combine monitoring fields weekly with proper spacing to boost your bananas yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya ndizi.,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mar ng'ombe mari.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/local-news/
3292,Agriculture,General,Farmers growing kale are advised to watch out for flooding this season.,Wakulima wanaolima sukuma wiki washauriwa kuchunga mafuriko msimu huu.,Jopur ma pidho kale opuonjogi mondo gibed gi ritruok kuom pi ma pong’o piny e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/engagements/
3293,Agriculture,General,Keep your sheep healthy by monitoring for signs of African swine fever.,Weka kondoo wako na afya kwa kuchunguza dalili za homa ya nguruwe ya Afrika.,Ket rombe magi obed gi ngima maber kuom luwo ranyisi mag liet mar anguro ma Afrika.,kbc,10/07/2026,https://www.kbc.co.ke/
3294,Agriculture,General,Vaccinate your cattle against brucellosis before the rainy season.,Chanja ng'ombe yako dhidi ya brusela kabla ya msimu wa mvua.,Chiw ne dhiang’i chanjo mar geng’o tuo mar bruselosis kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/our-programming/
3295,Agriculture,General,Protect your sorghum from fall armyworm by practicing timely weeding.,Linda mtama yako dhidi ya funza jeshi kwa kupalilia kwa wakati.,Riek cham mari mondo kik oyud winyo ma ng’ato omako kuom timo puonjruok mar golo yien e kinde mowinjore.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/
3296,Agriculture,General,Farmers growing sunflower are advised to watch out for locusts this season.,Wakulima wanaolima alizeti washauriwa kuchunga nzige msimu huu.,Jopur mapidho maua mag chieng' omiye rieko mondo kik giyud winyo e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/sustainability/
3297,Agriculture,General,Register for the cane farmers bonus scheme before the application deadline.,Jiandikishe kwa mpango wa bonasi ya wakulima wa miwa kabla ya tarehe ya mwisho ya maombi.,Ndikri mondo iyud pesa mag jopur mag mzabibu kapok odiechieng' mogik mar oro kwayo ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/county-news/
3298,Agriculture,General,Combine monitoring fields weekly with proper spacing to boost your maize yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya mahindi.,Ket puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mari mar cham.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/about-us/
3299,Agriculture,General,Vaccinate your dairy cows against foot-and-mouth disease before the rainy season.,Chanja ng'ombe wa maziwa yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,Chik ne dhiang’ magi ma nigi cak chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/
3300,Agriculture,General,Combine applying recommended pesticide with proper spacing to boost your millet yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya wimbi.,Kod tiyo kod yath mar ketho yien kod thuolo mowinjore mondo omed cham mari mar ngano.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/advertising/
3301,Agriculture,General,Keep your rabbits healthy by monitoring for signs of foot-and-mouth disease.,Weka sungura wako na afya kwa kuchunguza dalili za ugonjwa wa miguu na midomo.,Ket apuoyo mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag tielo kod dhok.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/africa/
3302,Agriculture,General,Vaccinate your pigs against anthrax before the rainy season.,Chanja nguruwe yako dhidi ya kimeta kabla ya msimu wa mvua.,Chiw ng’ombe mari chanjo mar geng’o tuo mar anthrax kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/brands/ramogi-fm/
3303,Agriculture,General,Farmers growing sorghum are advised to watch out for maize streak virus this season.,Wakulima wanaolima mtama washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,Jopur ma pidho cham otelni mondo oritgi midhusi mar midhusi mar cham e kindeni.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/local-news/
3304,Agriculture,General,Combine planting drought-resistant varieties with proper spacing to boost your sorghum yield.,Changanya kupanda aina zinazostahimili ukame na nafasi sahihi ili kuongeza mavuno ya mtama.,Riw pidho kit yien ma ok nyal geng'o oro kod thuolo mowinjore mondo omed cham mari mar ngano.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/careers/
3305,Agriculture,General,Vaccinate your poultry against African swine fever before the rainy season.,Chanja kuku yako dhidi ya homa ya nguruwe ya Afrika kabla ya msimu wa mvua.,Chiw ne winy mari chanjo mar tuo mar ng’ombe ma Afrika kapok kinde koth ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/
3306,Agriculture,General,Protect your kale from fall armyworm by using certified seeds.,Linda sukuma wiki yako dhidi ya funza jeshi kwa kutumia mbegu zilizothibitishwa.,Riek kale mari kuom winyo ma ng’ato nyalo yudo kuom tiyo kod kodhi ma nigi oboke mar ng’ado bura.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/engagements/
3307,Agriculture,General,Vaccinate your poultry against foot-and-mouth disease before the rainy season.,Chanja kuku yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,Chiw ne winy mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/
3308,Agriculture,General,Protect your cassava from fungal blight by improving drainage.,Linda muhogo yako dhidi ya ugonjwa wa fangasi kwa kuboresha mifereji ya maji.,Riek mzabibu mari kuom tuoche mag fungi kuom bero yo ma pi ng’adogo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/our-programming/
3309,Agriculture,General,Keep your rabbits healthy by monitoring for signs of African swine fever.,Weka sungura wako na afya kwa kuchunguza dalili za homa ya nguruwe ya Afrika.,Ket apuoyo mari obed gi ngima maber kuom luwo ranyisi mag liet mar anguro ma Afrika.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/county-news/
3310,Agriculture,General,Combine applying organic manure with proper spacing to boost your bananas yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya ndizi.,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mar ng’ombe mari.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/sustainability/
3311,Agriculture,General,The maize seed subsidy programme is now open — visit your county office to apply.,mpango wa ruzuku ya mbegu za mahindi sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,Program mar konyo kodhi mag cham sani oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/
3312,Agriculture,General,Farmers growing tea are advised to watch out for locusts this season.,Wakulima wanaolima chai washauriwa kuchunga nzige msimu huu.,Jopur ma pidho chai ipuonjogi mondo gibed gi ritruok kuom winyo ma ng’we ng’ar e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/about-us/
3313,Agriculture,General,Report invasive pests to your county agricultural officer without delay.,Ripoti wadudu waharibifu kwa afisa kilimo wa kaunti yako bila kuchelewa.,Chiw ripot ne apisa mar pur mar kaunti mari maonge thuolo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/africa/
3314,Agriculture,General,Register for the farmer training programme before the application deadline.,Jiandikishe kwa mpango wa mafunzo ya wakulima kabla ya tarehe ya mwisho ya maombi.,Ndikri e chenro mar puonjo jopur kapok odiechieng' mogik mar oro kwayo ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/advertising/
3315,Agriculture,General,Combine monitoring fields weekly with proper spacing to boost your sugarcane yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya miwa.,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mar ngano.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/local-news/
3316,Agriculture,General,Vaccinate your sheep against rabies before the rainy season.,Chanja kondoo yako dhidi ya kichaa cha mbwa kabla ya msimu wa mvua.,Chiw rombe mari chanjo mar geng’o tuo mar rabies kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/brands/ramogi-fm/
3317,Agriculture,General,Farmers growing tea are advised to watch out for maize streak virus this season.,Wakulima wanaolima chai washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,Jopur mapidho chai ipuonjogi mondo gibed morit kuom midhusi mar ng'ado cham e kindeni.,kbc,10/07/2026,https://www.kbc.co.ke/
3318,Agriculture,General,Combine practicing timely weeding with proper spacing to boost your coffee yield.,Changanya kupalilia kwa wakati na nafasi sahihi ili kuongeza mavuno ya kahawa.,Riw puonjruok mar golo yien e kinde mowinjore kod keto thuolo mowinjore mondo omed cham mar kahawa mari.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/careers/
3319,Agriculture,General,Farmers growing beans are advised to watch out for aphids this season.,Wakulima wanaolima maharagwe washauriwa kuchunga vidukari msimu huu.,Jopur ma pidho ng’ombe ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/
3320,Agriculture,General,Farmers growing sugarcane are advised to watch out for root rot this season.,Wakulima wanaolima miwa washauriwa kuchunga kuoza kwa mizizi msimu huu.,Jopur mapur mzabibu omiye rieko mar ng'ado ng'injo e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/engagements/
3321,Agriculture,General,Vaccinate your sheep against Newcastle disease before the rainy season.,Chanja kondoo yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,Chiw rombe mari chanjo mar tuo mar Newcastle kapok kinde koth ochopo.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/county-news/
3322,Agriculture,General,Vaccinate your pigs against Newcastle disease before the rainy season.,Chanja nguruwe yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,Chiw ng’ombe mari chanjo mar tuo mar Newcastle kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/our-programming/
3323,Agriculture,General,Combine using certified seeds with proper spacing to boost your rice yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya mchele.,Kod kodhi ka itiyo gi kodhi ma nigi oboke ma nyiso ni iketo thuolo mowinjore mondo imed ng’iewo mzabibu mari.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/
3324,Agriculture,General,Protect your sorghum from termites by monitoring fields weekly.,Linda mtama yako dhidi ya mchwa kwa kufuatilia mashamba kila wiki.,Riek cham mari kuom winyo kuom luwo puothe juma ka juma.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/sustainability/
3325,Agriculture,General,Protect your bananas from drought by applying recommended pesticide.,Linda ndizi yako dhidi ya ukame kwa kutumia dawa inayopendekezwa.,Rit ng’injo mari mondo kik obed gi oro kuom tiyo kod yath ma ng’ato nyalo tiyogo mondo kik otho.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/international-news/africa/
3326,Agriculture,General,Farmers growing maize are advised to watch out for locusts this season.,Wakulima wanaolima mahindi washauriwa kuchunga nzige msimu huu.,Jopur ma pidho cham omiye rieko mondo kik giyud winyo e kindeni.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/about-us/
3327,Agriculture,General,Combine rotating crops with proper spacing to boost your cassava yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya muhogo.,Kod cham ma iloko ka iketo thuolo mowinjore mondo imed cham mari mar mzabibu.,kbc,10/07/2026,https://www.kbc.co.ke/category/news/local-news/
3328,Agriculture,General,Vaccinate your dairy cows against mastitis before the rainy season.,Chanja ng'ombe wa maziwa yako dhidi ya maambukizi ya kiwele kabla ya msimu wa mvua.,Chik ne dhiang’ magi ma nigi cak chanjo mar geng’o tuo mar master kapok kinde koth ochopo.,ramogi_fm,10/07/2026,https://royalmedia.co.ke/advertising/
3329,Agriculture,General,Combine monitoring fields weekly with proper spacing to boost your tomatoes yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya nyanya.,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed nyal mari mar nyanya.,kbc,10/07/2026,https://www.kbc.co.ke/
